2017-01-24 11:17:47,200 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/app/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.app.controller.AppController.list()
2017-01-24 11:17:47,200 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/app/getApp],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.app.controller.AppController.getApp(com.baidu.disconf.web.service.app.form.AppForm)
2017-01-24 11:17:47,204 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/account/session],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.auth.UserController.get()
2017-01-24 11:17:47,204 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/account/signout],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.auth.UserController.signout(javax.servlet.http.HttpServletRequest)
2017-01-24 11:17:47,204 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/account/password],methods=[PUT]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.auth.UserController.password(com.baidu.disconf.web.service.user.form.PasswordModifyForm,javax.servlet.http.HttpServletRequest)
2017-01-24 11:17:47,205 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/account/signin],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.auth.UserController.signin(com.baidu.disconf.web.service.sign.form.SigninForm,javax.servlet.http.HttpServletRequest)
2017-01-24 11:17:47,210 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/config/file],methods=[GET]}" onto public org.springframework.http.HttpEntity<[B> com.baidu.disconf.web.web.config.controller.ConfigFetcherController.getFile(com.baidu.disconf.web.service.config.form.ConfForm)
2017-01-24 11:17:47,210 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/config/getVersion],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigFetcherController.getVersion(com.baidu.disconf.web.service.config.form.ConfigVersionForm)
2017-01-24 11:17:47,211 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/config/item],methods=[GET]}" onto public com.baidu.disconf.core.common.json.ValueVo com.baidu.disconf.web.web.config.controller.ConfigFetcherController.getItem(com.baidu.disconf.web.service.config.form.ConfForm)
2017-01-24 11:17:47,211 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/config/simple/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigFetcherController.getSimpleList(com.baidu.disconf.web.service.config.form.ConfForm)
2017-01-24 11:17:47,211 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/config/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigFetcherController.getList(com.baidu.disconf.web.service.config.form.ConfForm)
